id	topic	subtopic	type	difficulty	marks	family	scenario	prompt	answer_outline	tags	source	exam_trap
Q01484	Architectural Patterns	Map-Reduce	Constraint / failure reasoning	Very Hard	5	Extended	Hospital Information System	"An architect claims that once Map-Reduce is selected for the Hospital Information System, its expected quality benefits are guaranteed. Critique the claim using this requirement: The Hospital Information System must analyze de-identified clinical records at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Use at least one source-grounded constraint or weakness and give a concrete failure/edge case."	Reject the guarantee. Patterns are reusable design decisions, not quality guarantees. Use a constraint such as **input exists as files** and the weakness **framework overhead is unjustified for small data; unbalanced partitions reduce parallel benefit and multi-reduce workflows become complex**. Construct an edge case where the intended mechanism is missing, overloaded or becomes a single dependency and show why the desired end-to-end quality is not achieved.	Map-Reduce, edge-case, critical-thinking, Hospital Information System	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01485	Architectural Patterns	Map-Reduce vs Pipe-and-Filter	Compare and distinguish	Brutal	6	Extended	Hospital Information System	"A team designing the Hospital Information System is split between **Map-Reduce** and **Pipe-and-Filter** for the following requirement:
The Hospital Information System must analyze de-identified clinical records at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Compare the two at the architectural level. Decide which better matches the requirement, explain the decisive distinction, and identify one circumstance that could make the alternative preferable."	Prefer **Map-Reduce** for the stated requirement because its core problem is: process very large file-based data sets efficiently and resiliently using massively parallel computation. Map-Reduce centers on Map, Reduce, Infrastructure and infrastructure-managed key/value data movement; **Pipe-and-Filter** instead addresses: perform successive transformations of a stream using independent reusable processing stages. The alternative becomes preferable if the requirement shifts toward: input data undergoes a sequence of transformations before becoming output.	Map-Reduce, Pipe-and-Filter, comparison, Hospital Information System	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf; Lecture4_ArchitecturalPatterns_6_CCPatterns_Pipe and Filter.pdf	
Q01486	Architectural Patterns	Map-Reduce	Scenario application	Hard	6	Past Paper Q1	Smart Traffic Platform	"Smart Traffic Platform: The Traffic Management Platform must analyze city-wide traffic sensor archive at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Select the most suitable architectural pattern and justify it in scenario-specific terms. Your justification must identify the architectural problem, the relevant elements/relations, and one quality attribute consequence."	"Best fit: **Map-Reduce** (Allocation Pattern).
- Architectural problem: process very large file-based data sets efficiently and resiliently using massively parallel computation.
- Mechanism: runs many map instances across processors, shuffles/sorts key-value output, then combines results in reduce functions while infrastructure deploys, monitors and recovers tasks.
- Map the source-grounded elements (Map, Reduce, Infrastructure) and relation/connector (infrastructure-managed key/value data movement) to the concrete Traffic Management Platform.
- Likely enhanced quality: Performance. Mechanism: parallel Map and Reduce instances can increase batch throughput. Likely weakness: Performance can degrade when framework overhead or partition skew outweighs parallelism.
Full credit requires scenario-specific reasoning, not only the pattern name."	Map-Reduce, Smart Traffic Platform, pattern-selection	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	Naming a familiar pattern without explaining why its mechanism solves this exact requirement.
Q01487	Architectural Patterns	Map-Reduce	Elements and relations	Hard	4	Past Paper Q3	Smart Traffic Platform	"For the Smart Traffic Platform, assume the architect has chosen Map-Reduce to address this requirement: The Traffic Management Platform must analyze city-wide traffic sensor archive at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Describe the pattern elements and connectors/relations in this concrete scenario. Do not give only generic definitions."	Concrete mapping for **Smart Traffic Platform**: the large input/log files are partitioned by the Infrastructure; Map workers transform each partition into intermediate key/value records; shuffle/sort groups equal keys; Reduce workers aggregate each group into the required result. The Infrastructure distributes tasks, moves intermediate data, monitors workers, and reruns failed work.	Map-Reduce, elements, relations, Smart Traffic Platform	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01488	Architectural Patterns	Map-Reduce	Quality benefit and weakness	Very Hard	4	Past Paper Q1/Q3	Smart Traffic Platform	"In the Smart Traffic Platform, Map-Reduce is used as described: The Traffic Management Platform must analyze city-wide traffic sensor archive at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Explain one quality attribute that the pattern may enhance and one source-grounded condition under which that benefit can be lost. Explain the mechanism rather than merely naming the quality or weakness."	"Enhanced: **Performance** because many Map instances process partitions concurrently and Reduce instances combine grouped results, increasing batch throughput.
Weakness: **Performance** can degrade when framework startup, shuffle/sort and synchronization overhead dominate a small workload, or when partition skew leaves one worker as the straggler.
Qualify the claim ('may/can') and tie each effect to an element, connector, constraint or deployment decision."	Map-Reduce, tradeoff, Performance, throughput, framework-overhead, partition-skew, Smart Traffic Platform	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01489	Architectural Patterns	Map-Reduce	Constraint / failure reasoning	Very Hard	5	Extended	Smart Traffic Platform	"An architect claims that once Map-Reduce is selected for the Smart Traffic Platform, its expected quality benefits are guaranteed. Critique the claim using this requirement: The Traffic Management Platform must analyze city-wide traffic sensor archive at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Use at least one source-grounded constraint or weakness and give a concrete failure/edge case."	Reject the guarantee. Patterns are reusable design decisions, not quality guarantees. Use a constraint such as **input exists as files** and the weakness **framework overhead is unjustified for small data; unbalanced partitions reduce parallel benefit and multi-reduce workflows become complex**. Construct an edge case where the intended mechanism is missing, overloaded or becomes a single dependency and show why the desired end-to-end quality is not achieved.	Map-Reduce, edge-case, critical-thinking, Smart Traffic Platform	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01490	Architectural Patterns	Map-Reduce vs Pipe-and-Filter	Compare and distinguish	Brutal	6	Extended	Smart Traffic Platform	"A team designing the Smart Traffic Platform is split between **Map-Reduce** and **Pipe-and-Filter** for the following requirement:
The Traffic Management Platform must analyze city-wide traffic sensor archive at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Compare the two at the architectural level. Decide which better matches the requirement, explain the decisive distinction, and identify one circumstance that could make the alternative preferable."	Prefer **Map-Reduce** for the stated requirement because its core problem is: process very large file-based data sets efficiently and resiliently using massively parallel computation. Map-Reduce centers on Map, Reduce, Infrastructure and infrastructure-managed key/value data movement; **Pipe-and-Filter** instead addresses: perform successive transformations of a stream using independent reusable processing stages. The alternative becomes preferable if the requirement shifts toward: input data undergoes a sequence of transformations before becoming output.	Map-Reduce, Pipe-and-Filter, comparison, Smart Traffic Platform	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf; Lecture4_ArchitecturalPatterns_6_CCPatterns_Pipe and Filter.pdf	
Q01491	Architectural Patterns	Map-Reduce	Scenario application	Hard	6	Past Paper Q1	Ride-Hailing Platform	"Ride-Hailing Platform: The Ride-Hailing Platform must analyze regional trip history at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Select the most suitable architectural pattern and justify it in scenario-specific terms. Your justification must identify the architectural problem, the relevant elements/relations, and one quality attribute consequence."	"Best fit: **Map-Reduce** (Allocation Pattern).
- Architectural problem: process very large file-based data sets efficiently and resiliently using massively parallel computation.
- Mechanism: runs many map instances across processors, shuffles/sorts key-value output, then combines results in reduce functions while infrastructure deploys, monitors and recovers tasks.
- Map the source-grounded elements (Map, Reduce, Infrastructure) and relation/connector (infrastructure-managed key/value data movement) to the concrete Ride-Hailing Platform.
- Likely enhanced quality: Performance. Mechanism: parallel Map and Reduce instances can increase batch throughput. Likely weakness: Performance can degrade when framework overhead or partition skew outweighs parallelism.
Full credit requires scenario-specific reasoning, not only the pattern name."	Map-Reduce, Ride-Hailing Platform, pattern-selection	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	Naming a familiar pattern without explaining why its mechanism solves this exact requirement.
Q01492	Architectural Patterns	Map-Reduce	Elements and relations	Hard	4	Past Paper Q3	Ride-Hailing Platform	"For the Ride-Hailing Platform, assume the architect has chosen Map-Reduce to address this requirement: The Ride-Hailing Platform must analyze regional trip history at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Describe the pattern elements and connectors/relations in this concrete scenario. Do not give only generic definitions."	Concrete mapping for **Ride-Hailing Platform**: the large input/log files are partitioned by the Infrastructure; Map workers transform each partition into intermediate key/value records; shuffle/sort groups equal keys; Reduce workers aggregate each group into the required result. The Infrastructure distributes tasks, moves intermediate data, monitors workers, and reruns failed work.	Map-Reduce, elements, relations, Ride-Hailing Platform	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01493	Architectural Patterns	Map-Reduce	Quality benefit and weakness	Very Hard	4	Past Paper Q1/Q3	Ride-Hailing Platform	"In the Ride-Hailing Platform, Map-Reduce is used as described: The Ride-Hailing Platform must analyze regional trip history at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Explain one quality attribute that the pattern may enhance and one source-grounded condition under which that benefit can be lost. Explain the mechanism rather than merely naming the quality or weakness."	"Enhanced: **Performance** because many Map instances process partitions concurrently and Reduce instances combine grouped results, increasing batch throughput.
Weakness: **Performance** can degrade when framework startup, shuffle/sort and synchronization overhead dominate a small workload, or when partition skew leaves one worker as the straggler.
Qualify the claim ('may/can') and tie each effect to an element, connector, constraint or deployment decision."	Map-Reduce, tradeoff, Performance, throughput, framework-overhead, partition-skew, Ride-Hailing Platform	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01494	Architectural Patterns	Map-Reduce	Constraint / failure reasoning	Very Hard	5	Extended	Ride-Hailing Platform	"An architect claims that once Map-Reduce is selected for the Ride-Hailing Platform, its expected quality benefits are guaranteed. Critique the claim using this requirement: The Ride-Hailing Platform must analyze regional trip history at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Use at least one source-grounded constraint or weakness and give a concrete failure/edge case."	Reject the guarantee. Patterns are reusable design decisions, not quality guarantees. Use a constraint such as **input exists as files** and the weakness **framework overhead is unjustified for small data; unbalanced partitions reduce parallel benefit and multi-reduce workflows become complex**. Construct an edge case where the intended mechanism is missing, overloaded or becomes a single dependency and show why the desired end-to-end quality is not achieved.	Map-Reduce, edge-case, critical-thinking, Ride-Hailing Platform	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01495	Architectural Patterns	Map-Reduce vs Pipe-and-Filter	Compare and distinguish	Brutal	6	Extended	Ride-Hailing Platform	"A team designing the Ride-Hailing Platform is split between **Map-Reduce** and **Pipe-and-Filter** for the following requirement:
The Ride-Hailing Platform must analyze regional trip history at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Compare the two at the architectural level. Decide which better matches the requirement, explain the decisive distinction, and identify one circumstance that could make the alternative preferable."	Prefer **Map-Reduce** for the stated requirement because its core problem is: process very large file-based data sets efficiently and resiliently using massively parallel computation. Map-Reduce centers on Map, Reduce, Infrastructure and infrastructure-managed key/value data movement; **Pipe-and-Filter** instead addresses: perform successive transformations of a stream using independent reusable processing stages. The alternative becomes preferable if the requirement shifts toward: input data undergoes a sequence of transformations before becoming output.	Map-Reduce, Pipe-and-Filter, comparison, Ride-Hailing Platform	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf; Lecture4_ArchitecturalPatterns_6_CCPatterns_Pipe and Filter.pdf	
Q01496	Architectural Patterns	Map-Reduce	Scenario application	Hard	6	Past Paper Q1	Video Streaming Service	"Video Streaming Service: The Streaming Platform must analyze viewing telemetry at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Select the most suitable architectural pattern and justify it in scenario-specific terms. Your justification must identify the architectural problem, the relevant elements/relations, and one quality attribute consequence."	"Best fit: **Map-Reduce** (Allocation Pattern).
- Architectural problem: process very large file-based data sets efficiently and resiliently using massively parallel computation.
- Mechanism: runs many map instances across processors, shuffles/sorts key-value output, then combines results in reduce functions while infrastructure deploys, monitors and recovers tasks.
- Map the source-grounded elements (Map, Reduce, Infrastructure) and relation/connector (infrastructure-managed key/value data movement) to the concrete Streaming Platform.
- Likely enhanced quality: Performance. Mechanism: parallel Map and Reduce instances can increase batch throughput. Likely weakness: Performance can degrade when framework overhead or partition skew outweighs parallelism.
Full credit requires scenario-specific reasoning, not only the pattern name."	Map-Reduce, Video Streaming Service, pattern-selection	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	Naming a familiar pattern without explaining why its mechanism solves this exact requirement.
Q01497	Architectural Patterns	Map-Reduce	Elements and relations	Hard	4	Past Paper Q3	Video Streaming Service	"For the Video Streaming Service, assume the architect has chosen Map-Reduce to address this requirement: The Streaming Platform must analyze viewing telemetry at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Describe the pattern elements and connectors/relations in this concrete scenario. Do not give only generic definitions."	Concrete mapping for **Video Streaming Service**: the large input/log files are partitioned by the Infrastructure; Map workers transform each partition into intermediate key/value records; shuffle/sort groups equal keys; Reduce workers aggregate each group into the required result. The Infrastructure distributes tasks, moves intermediate data, monitors workers, and reruns failed work.	Map-Reduce, elements, relations, Video Streaming Service	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01498	Architectural Patterns	Map-Reduce	Quality benefit and weakness	Very Hard	4	Past Paper Q1/Q3	Video Streaming Service	"In the Video Streaming Service, Map-Reduce is used as described: The Streaming Platform must analyze viewing telemetry at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Explain one quality attribute that the pattern may enhance and one source-grounded condition under which that benefit can be lost. Explain the mechanism rather than merely naming the quality or weakness."	"Enhanced: **Performance** because many Map instances process partitions concurrently and Reduce instances combine grouped results, increasing batch throughput.
Weakness: **Performance** can degrade when framework startup, shuffle/sort and synchronization overhead dominate a small workload, or when partition skew leaves one worker as the straggler.
Qualify the claim ('may/can') and tie each effect to an element, connector, constraint or deployment decision."	Map-Reduce, tradeoff, Performance, throughput, framework-overhead, partition-skew, Video Streaming Service	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01499	Architectural Patterns	Map-Reduce	Constraint / failure reasoning	Very Hard	5	Extended	Video Streaming Service	"An architect claims that once Map-Reduce is selected for the Video Streaming Service, its expected quality benefits are guaranteed. Critique the claim using this requirement: The Streaming Platform must analyze viewing telemetry at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Use at least one source-grounded constraint or weakness and give a concrete failure/edge case."	Reject the guarantee. Patterns are reusable design decisions, not quality guarantees. Use a constraint such as **input exists as files** and the weakness **framework overhead is unjustified for small data; unbalanced partitions reduce parallel benefit and multi-reduce workflows become complex**. Construct an edge case where the intended mechanism is missing, overloaded or becomes a single dependency and show why the desired end-to-end quality is not achieved.	Map-Reduce, edge-case, critical-thinking, Video Streaming Service	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01500	Architectural Patterns	Map-Reduce vs Pipe-and-Filter	Compare and distinguish	Brutal	6	Extended	Video Streaming Service	"A team designing the Video Streaming Service is split between **Map-Reduce** and **Pipe-and-Filter** for the following requirement:
The Streaming Platform must analyze viewing telemetry at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Compare the two at the architectural level. Decide which better matches the requirement, explain the decisive distinction, and identify one circumstance that could make the alternative preferable."	Prefer **Map-Reduce** for the stated requirement because its core problem is: process very large file-based data sets efficiently and resiliently using massively parallel computation. Map-Reduce centers on Map, Reduce, Infrastructure and infrastructure-managed key/value data movement; **Pipe-and-Filter** instead addresses: perform successive transformations of a stream using independent reusable processing stages. The alternative becomes preferable if the requirement shifts toward: input data undergoes a sequence of transformations before becoming output.	Map-Reduce, Pipe-and-Filter, comparison, Video Streaming Service	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf; Lecture4_ArchitecturalPatterns_6_CCPatterns_Pipe and Filter.pdf	
Q01501	Architectural Patterns	Map-Reduce	Scenario application	Hard	6	Past Paper Q1	Music Streaming Service	"Music Streaming Service: The Music Streaming Platform must analyze listening events at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Select the most suitable architectural pattern and justify it in scenario-specific terms. Your justification must identify the architectural problem, the relevant elements/relations, and one quality attribute consequence."	"Best fit: **Map-Reduce** (Allocation Pattern).
- Architectural problem: process very large file-based data sets efficiently and resiliently using massively parallel computation.
- Mechanism: runs many map instances across processors, shuffles/sorts key-value output, then combines results in reduce functions while infrastructure deploys, monitors and recovers tasks.
- Map the source-grounded elements (Map, Reduce, Infrastructure) and relation/connector (infrastructure-managed key/value data movement) to the concrete Music Streaming Platform.
- Likely enhanced quality: Performance. Mechanism: parallel Map and Reduce instances can increase batch throughput. Likely weakness: Performance can degrade when framework overhead or partition skew outweighs parallelism.
Full credit requires scenario-specific reasoning, not only the pattern name."	Map-Reduce, Music Streaming Service, pattern-selection	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	Naming a familiar pattern without explaining why its mechanism solves this exact requirement.
Q01502	Architectural Patterns	Map-Reduce	Elements and relations	Hard	4	Past Paper Q3	Music Streaming Service	"For the Music Streaming Service, assume the architect has chosen Map-Reduce to address this requirement: The Music Streaming Platform must analyze listening events at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Describe the pattern elements and connectors/relations in this concrete scenario. Do not give only generic definitions."	Concrete mapping for **Music Streaming Service**: the large input/log files are partitioned by the Infrastructure; Map workers transform each partition into intermediate key/value records; shuffle/sort groups equal keys; Reduce workers aggregate each group into the required result. The Infrastructure distributes tasks, moves intermediate data, monitors workers, and reruns failed work.	Map-Reduce, elements, relations, Music Streaming Service	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01503	Architectural Patterns	Map-Reduce	Quality benefit and weakness	Very Hard	4	Past Paper Q1/Q3	Music Streaming Service	"In the Music Streaming Service, Map-Reduce is used as described: The Music Streaming Platform must analyze listening events at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Explain one quality attribute that the pattern may enhance and one source-grounded condition under which that benefit can be lost. Explain the mechanism rather than merely naming the quality or weakness."	"Enhanced: **Performance** because many Map instances process partitions concurrently and Reduce instances combine grouped results, increasing batch throughput.
Weakness: **Performance** can degrade when framework startup, shuffle/sort and synchronization overhead dominate a small workload, or when partition skew leaves one worker as the straggler.
Qualify the claim ('may/can') and tie each effect to an element, connector, constraint or deployment decision."	Map-Reduce, tradeoff, Performance, throughput, framework-overhead, partition-skew, Music Streaming Service	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01504	Architectural Patterns	Map-Reduce	Constraint / failure reasoning	Very Hard	5	Extended	Music Streaming Service	"An architect claims that once Map-Reduce is selected for the Music Streaming Service, its expected quality benefits are guaranteed. Critique the claim using this requirement: The Music Streaming Platform must analyze listening events at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Use at least one source-grounded constraint or weakness and give a concrete failure/edge case."	Reject the guarantee. Patterns are reusable design decisions, not quality guarantees. Use a constraint such as **input exists as files** and the weakness **framework overhead is unjustified for small data; unbalanced partitions reduce parallel benefit and multi-reduce workflows become complex**. Construct an edge case where the intended mechanism is missing, overloaded or becomes a single dependency and show why the desired end-to-end quality is not achieved.	Map-Reduce, edge-case, critical-thinking, Music Streaming Service	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01505	Architectural Patterns	Map-Reduce vs Pipe-and-Filter	Compare and distinguish	Brutal	6	Extended	Music Streaming Service	"A team designing the Music Streaming Service is split between **Map-Reduce** and **Pipe-and-Filter** for the following requirement:
The Music Streaming Platform must analyze listening events at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Compare the two at the architectural level. Decide which better matches the requirement, explain the decisive distinction, and identify one circumstance that could make the alternative preferable."	Prefer **Map-Reduce** for the stated requirement because its core problem is: process very large file-based data sets efficiently and resiliently using massively parallel computation. Map-Reduce centers on Map, Reduce, Infrastructure and infrastructure-managed key/value data movement; **Pipe-and-Filter** instead addresses: perform successive transformations of a stream using independent reusable processing stages. The alternative becomes preferable if the requirement shifts toward: input data undergoes a sequence of transformations before becoming output.	Map-Reduce, Pipe-and-Filter, comparison, Music Streaming Service	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf; Lecture4_ArchitecturalPatterns_6_CCPatterns_Pipe and Filter.pdf	
Q01506	Architectural Patterns	Map-Reduce	Scenario application	Hard	6	Past Paper Q1	Cloud File Storage	"Cloud File Storage: The Cloud Storage Platform must analyze storage-access audit logs at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Select the most suitable architectural pattern and justify it in scenario-specific terms. Your justification must identify the architectural problem, the relevant elements/relations, and one quality attribute consequence."	"Best fit: **Map-Reduce** (Allocation Pattern).
- Architectural problem: process very large file-based data sets efficiently and resiliently using massively parallel computation.
- Mechanism: runs many map instances across processors, shuffles/sorts key-value output, then combines results in reduce functions while infrastructure deploys, monitors and recovers tasks.
- Map the source-grounded elements (Map, Reduce, Infrastructure) and relation/connector (infrastructure-managed key/value data movement) to the concrete Cloud Storage Platform.
- Likely enhanced quality: Performance. Mechanism: parallel Map and Reduce instances can increase batch throughput. Likely weakness: Performance can degrade when framework overhead or partition skew outweighs parallelism.
Full credit requires scenario-specific reasoning, not only the pattern name."	Map-Reduce, Cloud File Storage, pattern-selection	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	Naming a familiar pattern without explaining why its mechanism solves this exact requirement.
Q01507	Architectural Patterns	Map-Reduce	Elements and relations	Hard	4	Past Paper Q3	Cloud File Storage	"For the Cloud File Storage, assume the architect has chosen Map-Reduce to address this requirement: The Cloud Storage Platform must analyze storage-access audit logs at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Describe the pattern elements and connectors/relations in this concrete scenario. Do not give only generic definitions."	Concrete mapping for **Cloud File Storage**: the large input/log files are partitioned by the Infrastructure; Map workers transform each partition into intermediate key/value records; shuffle/sort groups equal keys; Reduce workers aggregate each group into the required result. The Infrastructure distributes tasks, moves intermediate data, monitors workers, and reruns failed work.	Map-Reduce, elements, relations, Cloud File Storage	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01508	Architectural Patterns	Map-Reduce	Quality benefit and weakness	Very Hard	4	Past Paper Q1/Q3	Cloud File Storage	"In the Cloud File Storage, Map-Reduce is used as described: The Cloud Storage Platform must analyze storage-access audit logs at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Explain one quality attribute that the pattern may enhance and one source-grounded condition under which that benefit can be lost. Explain the mechanism rather than merely naming the quality or weakness."	"Enhanced: **Performance** because many Map instances process partitions concurrently and Reduce instances combine grouped results, increasing batch throughput.
Weakness: **Performance** can degrade when framework startup, shuffle/sort and synchronization overhead dominate a small workload, or when partition skew leaves one worker as the straggler.
Qualify the claim ('may/can') and tie each effect to an element, connector, constraint or deployment decision."	Map-Reduce, tradeoff, Performance, throughput, framework-overhead, partition-skew, Cloud File Storage	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01509	Architectural Patterns	Map-Reduce	Constraint / failure reasoning	Very Hard	5	Extended	Cloud File Storage	"An architect claims that once Map-Reduce is selected for the Cloud File Storage, its expected quality benefits are guaranteed. Critique the claim using this requirement: The Cloud Storage Platform must analyze storage-access audit logs at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Use at least one source-grounded constraint or weakness and give a concrete failure/edge case."	Reject the guarantee. Patterns are reusable design decisions, not quality guarantees. Use a constraint such as **input exists as files** and the weakness **framework overhead is unjustified for small data; unbalanced partitions reduce parallel benefit and multi-reduce workflows become complex**. Construct an edge case where the intended mechanism is missing, overloaded or becomes a single dependency and show why the desired end-to-end quality is not achieved.	Map-Reduce, edge-case, critical-thinking, Cloud File Storage	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
Q01510	Architectural Patterns	Map-Reduce vs Pipe-and-Filter	Compare and distinguish	Brutal	6	Extended	Cloud File Storage	"A team designing the Cloud File Storage is split between **Map-Reduce** and **Pipe-and-Filter** for the following requirement:
The Cloud Storage Platform must analyze storage-access audit logs at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Compare the two at the architectural level. Decide which better matches the requirement, explain the decisive distinction, and identify one circumstance that could make the alternative preferable."	Prefer **Map-Reduce** for the stated requirement because its core problem is: process very large file-based data sets efficiently and resiliently using massively parallel computation. Map-Reduce centers on Map, Reduce, Infrastructure and infrastructure-managed key/value data movement; **Pipe-and-Filter** instead addresses: perform successive transformations of a stream using independent reusable processing stages. The alternative becomes preferable if the requirement shifts toward: input data undergoes a sequence of transformations before becoming output.	Map-Reduce, Pipe-and-Filter, comparison, Cloud File Storage	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf; Lecture4_ArchitecturalPatterns_6_CCPatterns_Pipe and Filter.pdf	
Q01511	Architectural Patterns	Map-Reduce	Scenario application	Hard	6	Past Paper Q1	Social Network	"Social Network: The Social Network must analyze social graph/activity events at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Select the most suitable architectural pattern and justify it in scenario-specific terms. Your justification must identify the architectural problem, the relevant elements/relations, and one quality attribute consequence."	"Best fit: **Map-Reduce** (Allocation Pattern).
- Architectural problem: process very large file-based data sets efficiently and resiliently using massively parallel computation.
- Mechanism: runs many map instances across processors, shuffles/sorts key-value output, then combines results in reduce functions while infrastructure deploys, monitors and recovers tasks.
- Map the source-grounded elements (Map, Reduce, Infrastructure) and relation/connector (infrastructure-managed key/value data movement) to the concrete Social Network.
- Likely enhanced quality: Performance. Mechanism: parallel Map and Reduce instances can increase batch throughput. Likely weakness: Performance can degrade when framework overhead or partition skew outweighs parallelism.
Full credit requires scenario-specific reasoning, not only the pattern name."	Map-Reduce, Social Network, pattern-selection	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	Naming a familiar pattern without explaining why its mechanism solves this exact requirement.
Q01512	Architectural Patterns	Map-Reduce	Elements and relations	Hard	4	Past Paper Q3	Social Network	"For the Social Network, assume the architect has chosen Map-Reduce to address this requirement: The Social Network must analyze social graph/activity events at very large scale by dividing work across many processors, with infrastructure responsible for distributing tasks and recovering failed workers.

Describe the pattern elements and connectors/relations in this concrete scenario. Do not give only generic definitions."	Concrete mapping for **Social Network**: the large input/log files are partitioned by the Infrastructure; Map workers transform each partition into intermediate key/value records; shuffle/sort groups equal keys; Reduce workers aggregate each group into the required result. The Infrastructure distributes tasks, moves intermediate data, monitors workers, and reruns failed work.	Map-Reduce, elements, relations, Social Network	Lecture4_ArchitecturalPatterns_12_AllocationPatterns_Map-Reduce.pdf	
